FP_n1	FP_n2	FP_n3	FP_f1	FP_f2	FP_f3	FP_p1	FP_p2	FP_p3	Ch_n1	Ch_n2	Ch_n3	Ch_f1	Ch_f2	Ch_f3	Ch_p1	Ch_p2	Ch_p3	Ch_FDR005	Ch_FDR001	FP_FDR005	FP_FDR001	Protein_Group	Proteins
-0.247	-0.407	-0.433	-0.411	-0.213	-0.366	0.69	0.76	0.627	-0.729	-0.83	-0.836	-0.093	-0.253	0.001	0.91	0.826	1.003	significant	significant	significant	significant	Q8VHE0	SEC63
0.324	0.395	0.181	0.269	0.024	-0.843	0.082	-0.387	-0.045	0.316	0.054	0.073	0.219	-0.2	-0.197	-0.003	-0.094	-0.168	not significant	not significant	not significant	not significant	Q3U1C4	SECISBP2
-0.094	0.031	0.122	0.071	0.07	-0.081	-0.14	-0.055	0.076	-0.019	-0.002	0.071	0.343	0.197	0.002	-0.329	-0.353	0.089	not significant	not significant	not significant	not significant	"Q8R2U0;Q8R2U0-2"	SEH1L
0.242	0.132	-0.488	-0.239	-0.141	0.061	0.392	-0.226	0.266	-0.267	1.108	-0.259	1.497	1.361	1.01	-0.348	-3.999	-0.103	significant	significant	not significant	not significant	Q9Z2G6	SEL1L
0.052	0.008	0.347	-0.458	-0.389	-0.552	0.481	0.288	0.223	-0.087	0.096	0.123	-0.457	-0.761	-0.097	0.56	0.139	0.484	significant	not significant	significant	not significant	Q3UQA7	SELENOH
0	0	0	0	0	0	0	0	0	-3.151	-2.343	-2.94	1.402	1.497	0.938	1.546	1.387	1.665	significant	significant	not significant	not significant	Q9JLJ1	SELENOK
-0.486	-0.506	-0.427	-0.62	0.348	-0.47	1.698	-1.341	1.805	-1.291	-1.313	-1.766	0.777	-2.172	0.36	1.978	1.556	1.872	significant	significant	significant	not significant	D3Z2R5	SELENON
0	0	0	0	0	0	0	0	0	-1.718	-1.075	-1.546	1.034	0.532	0.153	0.772	1.113	0.735	significant	significant	not significant	not significant	Q9BCZ4	SELENOS
0.134	0.189	0.235	-0.111	0.045	-0.124	-0.205	0.028	-0.191	0.347	0.291	0.301	-0.11	-0.033	0.01	-0.315	-0.277	-0.213	not significant	not significant	not significant	not significant	P59110	SENP1
-0.356	-0.242	-0.116	0.446	0.608	0.018	-0.168	-0.149	-0.039	-0.104	-0.233	-0.241	0.318	0.366	0.416	-0.309	-0.279	0.065	not significant	not significant	significant	not significant	"Q91ZX6;Q91ZX6-2;Q91ZX6-3"	SENP2
0.105	0.006	0.137	0.061	0.171	0.076	-0.205	-0.284	-0.068	-0.266	-0.279	-0.201	0.353	0.288	0.323	-0.186	-0.076	0.045	not significant	not significant	not significant	not significant	Q9EP97	SENP3
-0.065	-0.136	-0.275	0.243	0.394	0.047	0.063	0.125	-0.396	-0.079	-2.465	-3.315	1.112	1.612	1.077	0.341	0.918	0.799	significant	significant	not significant	not significant	Q6P7W0	SENP6
-0.293	-0.189	-0.635	0.299	0.119	0.335	-0.093	0.642	-0.184	-0.719	-0.883	-1.125	0.017	0.132	0.244	0.676	0.818	0.841	significant	significant	not significant	not significant	Q8BUH8	SENP7
-1.177	-1.304	-1.324	-0.098	-0.102	0.072	1.333	1.226	1.374	-0.656	-3.607	-0.822	0.558	0.759	1.025	0.939	1.21	0.593	significant	significant	significant	significant	Q9D2Z4	SENP8
-0.303	-0.351	-0.313	0.215	0.209	0.202	0.048	0.193	0.1	1.193	0.737	1.578	0.075	0.968	0.488	-2.733	-1.135	-1.17	significant	significant	significant	not significant	Q8BH69	SEPHS1
0.679	0.771	0.264	0.284	-0.445	-0.49	-0.909	-0.178	0.022	-0.108	-0.25	-0.358	0.267	1.128	0.534	0.658	-0.972	-0.899	significant	not significant	significant	not significant	P97364	SEPHS2
2.979	2.911	2.893	1.367	1.502	1.244	-4.078	-4.642	-4.177	1.372	1.162	1.383	0.448	0.587	-0.129	-0.485	-4.62	0.282	significant	significant	significant	significant	P42209	SEPTIN1
0.313	0.274	0.262	-0.195	-0.126	-0.203	-0.061	-0.11	-0.155	0.648	0.596	0.597	-0.247	0.154	-0.489	0.053	-0.556	-0.757	significant	not significant	not significant	not significant	"Q8C1B7;Q8C1B7-2;Q8C1B7-3"	SEPTIN11
-0.06	-0.084	-0.032	0.07	0.05	0.097	-0.034	-0.056	0.048	0.409	0.239	0.36	-0.126	-0.04	-0.096	-0.26	-0.034	-0.451	not significant	not significant	not significant	not significant	P42208	SEPTIN2
-3.71	-3.203	-2.967	1.414	1.223	1.388	2.043	1.928	1.885	0.015	0.468	0.171	-1.452	-1.054	-0.803	1.563	-0.11	1.201	significant	significant	significant	significant	"Q9Z1S5;Q9Z1S5-2"	SEPTIN3
-1.357	-1.366	-1.443	0.616	0.744	0.733	0.829	0.607	0.638	-2.605	-1.303	-1.471	1.434	1.548	1.398	1.02	-0.338	0.318	significant	significant	significant	significant	"Q9R1T4;Q9R1T4-2;Q9R1T4-3"	SEPTIN6
0.376	0.173	0.239	-0.176	-0.121	-0.19	-0.08	-0.067	-0.153	0.774	0.678	0.697	-0.137	-0.06	-0.69	-0.189	-0.456	-0.618	significant	significant	not significant	not significant	O55131	SEPTIN7
0.369	0.339	0.317	-0.812	-0.695	-0.657	0.334	0.448	0.358	0.465	0.328	0.371	-0.616	-0.027	-0.666	0.146	-0.012	0.011	significant	not significant	significant	significant	Q80UG5	SEPTIN9
0.524	0.33	0.426	-0.375	0.092	0.564	-0.145	-0.854	-0.562	-1.694	-0.991	0.106	-0.241	0.311	0.195	0.468	1.312	0.533	significant	not significant	significant	not significant	"Q3U213;Q3U213-2"	SERAC1
0	0	0	0	0	0	0	0	0	-0.16	0.322	0.153	-1.055	0.512	0.509	0.598	-0.207	-0.672	not significant	not significant	not significant	not significant	A0A0N4SV40	SERBP1 (isof. 1)
-0.09	0.021	-0.004	0.139	0.14	0.222	-0.143	-0.119	-0.165	0.378	0.438	0.318	0.014	-0.135	-0.143	-0.058	-0.395	-0.417	not significant	not significant	not significant	not significant	Q9CY58	SERBP1
-0.117	0.025	-0.488	0.423	-0.095	0.356	0.109	-0.272	0.058	0.486	0.302	0.075	0.401	-0.457	-0.237	-0.648	0.407	-0.329	not significant	not significant	not significant	not significant	Q9CY58-3	SERBP1 (isof. 2)
0.048	-0.07	0.045	0.37	0.715	0.466	-0.741	-0.549	-0.286	-0.302	-0.394	-0.52	0.585	0.587	0.44	0.287	-0.669	-0.014	significant	not significant	significant	significant	"O88892;P84102"	"SERF1;SERF2"
1.868	-0.669	2.66	-0.115	-0.919	-0.481	-0.453	-0.9	-0.991	1.659	-1.474	1.673	1.163	-2.577	-2.884	0.869	0.879	0.692	significant	not significant	significant	significant	O08804	SERPINB6B
0	0	0	0	0	0	0	0	0	1.633	1.604	2.234	-1.069	-0.95	-0.982	-0.896	-1.188	-0.385	significant	significant	not significant	not significant	P32261	SERPINC1
-3.209	-3.036	-3.86	0.873	0.872	1.025	2.428	2.552	2.355	-3.604	-3.578	-3.723	1.012	1.6	1.083	2.488	2.487	2.235	significant	significant	significant	significant	Q07235	SERPINE2
-2.552	-2.408	-2.572	0.147	0.101	0.012	2.415	2.5	2.356	-2.236	-2.501	-1.908	0.717	0.501	-0.051	1.819	1.75	1.909	significant	significant	significant	significant	P19324	SERPINH1
-0.929	-1.543	-1.089	1.138	1.143	0.469	-0.014	0.137	0.688	-0.566	-0.663	-0.557	-0.485	0.638	0.224	0.538	0.139	0.731	significant	not significant	significant	significant	Q80UK0	SESTD1
0.093	0.11	0.049	0.142	-0.006	0.16	-0.166	-0.117	-0.265	0.955	0.05	0.29	-0.101	0.24	-0.054	-0.861	-0.399	-0.119	not significant	not significant	not significant	not significant	Q9EQU5	SET
0.421	0.338	-0.94	0.719	0.297	0.2	-0.448	-0.839	0.252	0.139	-0.012	0.201	-0.785	0.56	0.343	-0.187	-0.21	-0.048	not significant	not significant	not significant	not significant	Q9Z180	SETBP1
0.154	0.163	0.049	0.241	0.214	0.102	-0.224	-0.355	-0.344	-0.08	-0.16	-0.569	0.666	0.31	0.418	0.064	-0.396	-0.253	significant	not significant	significant	not significant	E9PYH6	SETD1A
0.324	0.323	0.309	-0.284	-0.185	-0.288	-0.092	-0.018	-0.09	0.576	0.57	0.561	-0.424	-0.264	-0.401	-0.152	-0.22	-0.247	significant	significant	significant	not significant	"E9Q5F9;E9Q5F9-2"	SETD2
0.021	-0.771	-0.093	0.421	0.481	0.609	0.249	-0.462	-0.455	-0.634	-0.589	-0.582	1.132	1.508	0.674	0.539	-0.517	-1.531	significant	significant	significant	not significant	Q91WC0	SETD3
0.394	0.201	0.305	0.094	0.08	0.072	-0.289	-0.964	0.107	0.335	0.279	0.34	-0.442	-0.355	-0.502	0.029	0.079	0.237	significant	not significant	significant	not significant	Q5XJV7	SETD5
0.178	0.115	0.169	0.138	0.392	0.513	-0.61	-0.594	-0.301	-1.861	0.535	-0.734	2.601	2.789	-1.383	-0.485	-0.684	-0.778	significant	not significant	significant	not significant	Q9CWY3	SETD6
-0.179	-0.09	-0.115	0.253	0.426	0.3	-0.158	-0.297	-0.14	-0.324	-0.792	-0.357	0.649	0.782	0.793	-0.354	-0.073	-0.326	significant	significant	significant	not significant	"O88974;O88974-4"	SETDB1
0.508	0.528	0.119	-1.179	-0.851	-1.005	0.757	0.584	0.539	-0.373	-0.89	-1.508	-1.512	0.284	0.487	0.968	1.254	1.29	significant	significant	significant	significant	Q8C267	SETDB2
0	0	0	0	0	0	0	0	0	-1.534	-2.139	-2.613	0.951	0.543	0.289	1.331	1.539	1.632	significant	significant	not significant	not significant	Q8C267-2	SETDB2 (isof.)
0.315	0.152	0.241	0.138	0.079	0.062	-0.266	-0.265	-0.456	0.636	0.486	0.577	-0.103	-0.056	-0.105	-0.52	-0.393	-0.522	significant	significant	significant	not significant	A2AKX3	SETX
0.089	0.079	0.068	0.011	0.085	-0.081	-0.029	-0.234	0.012	-0.253	-0.22	-0.178	0.352	0.737	0.663	-0.331	-0.643	-0.127	significant	not significant	not significant	not significant	"E9Q4Q2;F6Z9W2"	SF1 (isof. 1)
-0.21	0.233	0.063	0.063	-0.93	0.023	0.38	0.346	0.032	-0.218	-0.091	-0.229	0.167	0.043	0.6	-0.145	-0.33	0.204	not significant	not significant	not significant	not significant	F6SRV1	SF1 (isof. 2)
-0.111	-0.208	-0.241	-0.065	0.206	0.223	-0.019	0.082	0.133	-0.093	0.079	-0.081	0.04	-0.01	0.296	-0.159	-0.114	0.043	not significant	not significant	not significant	not significant	"Q64213;Q64213-2;Q64213-3"	SF1
-0.055	-0.074	-0.156	0.007	-0.02	-0.033	0.096	0.139	0.096	-0.032	-0.003	-0.06	0.041	-0.072	-0.18	0.135	0.089	0.083	not significant	not significant	not significant	not significant	Q8K4Z5	SF3A1
0.188	0.087	-0.192	0.157	0.037	-0.352	-0.005	0.052	0.029	0.126	0.412	-0.947	0.125	0.062	-0.868	0.32	0.323	0.448	not significant	not significant	not significant	not significant	G3UVU2	SF3A2 (isof.)
-0.288	-0.235	-0.419	0.017	-0.096	0.044	0.419	0.448	0.111	-0.023	-0.06	0.072	0.047	0.018	-0.277	-0.026	-0.051	0.299	not significant	not significant	significant	not significant	Q62203	SF3A2
0.005	0.08	0.01	-0.042	-0.092	0.005	0.021	0.038	-0.026	0.082	0.044	0.075	-0.075	0.02	-0.286	-0.068	-0.016	0.225	not significant	not significant	not significant	not significant	Q9D554	SF3A3
-0.875	-2.253	-0.725	0.236	1.07	-0.606	1.643	1.624	-0.114	0.198	0.332	0.401	-0.659	-0.05	0.165	-0.35	-0.182	0.143	not significant	not significant	significant	significant	G5E866	SF3B1 (isof.)
-0.052	-0.022	-0.065	0.041	0.041	0.106	0.03	-0.076	-0.003	0.101	0.097	0.131	-0.173	-0.17	-0.062	-0.047	0.095	0.029	not significant	not significant	not significant	not significant	Q99NB9	SF3B1
0	0.094	0.117	-0.012	-0.072	-0.031	-0.042	-0.005	-0.048	0.072	0.032	0.05	-0.051	-0.057	-0.184	-0.081	0.061	0.158	not significant	not significant	not significant	not significant	Q3UJB0	SF3B2
0.01	0.14	0.242	-0.098	-0.231	0.05	-0.065	-0.044	-0.004	-0.027	0.04	0.118	0.039	-0.17	-0.151	0.032	-0.038	0.157	not significant	not significant	not significant	not significant	Q921M3	SF3B3
0.316	0.116	0.129	-0.138	0.048	-0.307	-0.086	-0.131	0.052	-0.614	-0.215	0.086	0.068	0.032	-0.205	0.279	0.161	0.409	not significant	not significant	not significant	not significant	Q8QZY9	SF3B4
0.005	-0.051	0.009	-0.042	-0.103	-0.06	0.092	0.004	0.146	-0.146	-0.164	-0.031	0.248	-0.028	-0.007	0.337	-0.51	0.301	not significant	not significant	not significant	not significant	Q923D4	SF3B5
0.041	0.002	-0.138	0.221	0.007	-0.037	-0.043	-0.037	-0.015	0.114	-0.009	0.05	0.097	-0.143	-0.23	0.271	0.081	-0.231	not significant	not significant	not significant	not significant	P59708	SF3B6
0	0	0	0	0	0	0	0	0	-0.031	0.653	0.87	-1.578	-1.682	-0.901	0.752	0.869	1.048	significant	significant	not significant	not significant	"Q3UZY0;Q3UZY0-2"	SFI1
-0.265	-0.666	1.599	-0.158	0.311	-0.282	-0.745	0.282	-0.076	-0.8	-1.287	-1.19	-0.476	-0.016	0.041	1.511	0.92	1.297	significant	significant	not significant	not significant	Q9JMD1	SFMBT1
2.856	3.145	2.619	-1.444	-0.913	-1.384	-1.121	-2.421	-1.337	1.131	1.183	1.226	0.7	0.737	0.766	-1.4	-2.556	-1.787	significant	significant	significant	significant	Q5DTW2-2	SFMBT2
-0.063	0.098	0.147	0.084	-0.088	-0.17	0.09	-0.235	0.137	0.085	0.149	0.258	-0.369	-0.335	-0.179	-0.066	0.142	0.316	not significant	not significant	not significant	not significant	Q8VIJ6	SFPQ
0.032	-0.377	-0.339	0.031	0.076	0.383	0.064	0.008	0.121	-0.968	-1.483	-1.447	1.576	1.605	-0.211	0.548	0.033	0.347	significant	significant	not significant	not significant	"Q8BP27;Q8BP27-2"	SFR1
0.349	-0.28	0.768	-1.546	-0.926	-0.589	0.431	-0.161	1.954	2.173	2.448	2.253	-1.769	-0.514	-1.458	-1.296	-0.044	-1.791	significant	significant	significant	significant	Q8C4U3	SFRP1
0.149	0.303	0.089	-0.069	-0.185	-0.053	0.16	-0.048	-0.347	0.349	0.503	0.471	-0.248	-0.265	-0.171	-0.067	-0.114	-0.457	significant	not significant	not significant	not significant	Q3USH5	SFSWAP
-0.284	-0.179	-0.121	-0.145	-0.083	-0.1	0.326	0.258	0.328	-0.053	0.102	0.257	0.414	0.093	0.083	-0.085	-0.303	-0.509	not significant	not significant	significant	not significant	Q99JR1	SFXN1
0.127	0.288	0.1	-0.031	-0.037	-0.024	-0.142	-0.23	-0.052	-0.017	-0.045	0.01	0.103	-0.057	-0.077	0.109	-0.171	0.145	not significant	not significant	not significant	not significant	Q9DA08	SGF29
0.406	0.369	0.423	-0.852	-0.534	-0.889	0.279	0.447	0.35	0.192	0.187	0.116	-0.344	-0.407	-0.464	0.148	0.381	0.191	significant	not significant	significant	significant	Q9CXH7	SGO1
0.506	0.521	0.374	0.184	0.32	0.155	-0.935	-0.523	-0.602	0.222	0.233	0.138	0.058	0.108	0.003	-0.437	-0.117	-0.209	not significant	not significant	significant	significant	Q7TSY8	SGO2
0.084	0.032	0.054	-0.415	-0.47	-0.447	0.405	0.267	0.49	-0.112	0.002	-0.001	0.004	-0.081	-0.337	0.299	0.009	0.218	not significant	not significant	significant	not significant	Q8R0X7	SGPL1
-0.494	-0.56	-0.55	0.012	-0.23	-0.843	0.89	0.835	0.941	-0.271	-0.378	-0.219	0.225	0.145	-0.362	-1.865	1.656	1.068	not significant	not significant	significant	significant	Q8VCZ6	SGSM3
-0.2	-0.297	-0.392	-0.301	-0.188	-0.178	0.542	0.553	0.462	-1.118	-1.611	-2.48	0.787	1.457	0.545	0.674	0.867	0.88	significant	significant	significant	significant	Q8BJU0-2	SGTA
-0.19	-0.144	-0.064	-0.081	-0.079	0.175	0.239	0.167	-0.021	-1.377	-2.312	-1.407	1.104	1.822	1.116	0.782	-0.041	0.314	significant	significant	not significant	not significant	"Q91ZM2;Q91ZM2-2;Q91ZM2-3;Q91ZM2-4;Q91ZM2-6"	SH2B1
0.799	0.822	0.755	-0.72	-0.542	-1.083	0.067	-0.079	-0.018	1.166	1.611	1.257	0.228	-0.228	-1.869	0.284	-2.049	-0.401	significant	significant	significant	significant	P55194	SH3BP1
-0.371	-0.57	-0.442	0.619	0.477	0.641	-0.343	0.107	-0.119	-0.102	-0.056	-0.902	1.83	1.637	1.259	0.942	-2.542	-2.066	significant	significant	significant	significant	Q921I6	SH3BP4
0.729	0.689	0.564	-0.188	-0.098	-0.114	-0.578	-0.382	-0.622	0.725	0.447	0.228	0.581	0.939	0.43	-2.194	-0.76	-0.396	significant	significant	significant	significant	Q91X43	SH3D19
0.241	0.234	0.15	-0.161	-0.131	-0.001	0.036	-0.045	-0.323	-0.087	0.395	-0.16	0.563	0.458	0.08	-0.199	-0.616	-0.436	not significant	not significant	not significant	not significant	Q62419	SH3GL1
-0.367	-0.217	-0.502	-0.03	-0.015	0.027	0.395	0.377	0.331	0.779	-1.476	0.332	1.138	1.321	0.143	-0.299	-1.588	-0.351	significant	not significant	significant	not significant	"Q9JK48;Q9JK48-2"	SH3GLB1
-0.046	0	-0.24	0.235	-0.081	0.184	-0.193	-0.049	0.19	0.454	0.902	0.369	1.086	1.13	0.231	-2.237	-1.838	-0.1	significant	significant	not significant	not significant	"Q8R3V5;Q8R3V5-1"	SH3GLB2
-1.4	-0.992	-1.015	-0.988	-0.562	-1.679	2.208	2.207	2.222	0.294	0.024	-0.169	-0.412	-0.857	-0.833	0.728	0.832	0.392	significant	significant	significant	significant	A2AAY5	SH3PXD2B
0	0	0	0	0	0	0	0	0	4.497	4.655	4.471	-2.815	-2.721	-0.623	-2.425	-2.886	-2.153	significant	significant	not significant	not significant	Q4ACU6	SHANK3
-1.132	-0.522	-1.53	1.012	0.673	0.742	0.592	0.333	-0.169	-2.242	-3.065	-0.221	1.672	1.835	1.725	-0.516	0.538	0.274	significant	significant	significant	significant	Q6PD21	SHB
-0.103	-0.096	-0.143	0.204	0.254	0.311	-0.138	-0.214	-0.075	0.196	0.008	0.326	0.6	0.372	0.587	-0.833	-0.805	-0.453	significant	significant	not significant	not significant	P98083	SHC1
0.547	0.482	0.707	-0.343	-0.47	-0.451	-0.11	-0.085	-0.276	0.192	0.163	0.112	0.338	0.557	0.183	-0.628	-0.611	-0.306	significant	not significant	significant	significant	Q9Z179	SHCBP1
0.209	-1.262	0.045	-0.181	1.468	0.707	-2.06	-0.478	1.552	-0.229	0.112	-0.08	0.29	0.725	-0.208	0.041	-0.199	-0.452	not significant	not significant	not significant	not significant	Q6P7W2	SHKBP1
0	0	0	0	0	0	0	0	0	1.093	0.496	0.812	-0.679	-0.306	-0.009	0.188	-0.851	-0.743	significant	not significant	not significant	not significant	Q3UEN2	SHLD2
0.294	0.3	0.38	-0.509	-0.523	-0.462	0.175	0.135	0.211	0.375	0.267	0.199	-0.192	0.119	-0.176	-0.023	-0.453	-0.116	not significant	not significant	significant	significant	P50431	SHMT1
0.131	0.127	0.238	-0.008	-0.085	0.015	-0.178	-0.247	0.007	0.933	0.931	1.025	0.394	0.235	0.062	-1.472	-1.153	-0.954	significant	significant	not significant	not significant	"Q9CZN7;Q9CZN7-2"	SHMT2
0.27	-0.169	-0.078	0.361	0.066	-0.41	0.151	0.07	-0.262	0.584	0.94	0.768	-1.004	0.002	-0.753	-0.184	-0.242	-0.11	significant	significant	not significant	not significant	O88520	SHOC2
0.417	-0.041	-0.121	-0.141	-0.306	-0.8	0.512	0.247	0.231	-0.248	-0.251	-0.247	-0.309	-0.198	-0.225	0.464	0.516	0.496	significant	not significant	significant	not significant	Q7TPQ3	SHPRH
-0.058	0.626	0.622	-0.514	-0.601	-0.101	-0.043	0.002	0.066	-0.817	-1.403	-0.952	0.783	-0.3	0.501	1.039	1.994	-0.845	significant	not significant	significant	not significant	Q7TMX5	SHQ1
-0.38	-0.529	-0.509	0.401	0.264	0.189	0.259	0.152	0.154	-0.674	-1.298	-1.424	1.028	1.053	1.025	0.18	0.053	0.057	significant	significant	significant	not significant	A2ALU4	SHROOM2
-1.143	-0.918	-0.807	1.147	1.116	1.049	-0.055	-0.169	-0.22	-0.702	-0.665	-0.862	1.179	1.181	1.007	-0.349	-0.301	-0.489	significant	significant	significant	significant	Q9QXN0-3	SHROOM3
-1.941	0.06	-1.724	1.013	0.613	1.089	0.543	0.126	0.221	-2.673	-1.68	-2.583	1.485	1.721	1.538	0.569	1.109	0.514	significant	significant	significant	significant	Q1W617	SHROOM4
-2.019	-1.08	-0.792	0.282	0.143	0.304	1.094	1.114	0.953	0.152	0.5	0.242	-0.373	0.161	-0.443	-0.166	0.025	-0.098	not significant	not significant	significant	significant	"Q8CIF6;Q8CIF6-2"	SIDT2
0.439	0.368	0.536	-0.34	-0.425	-0.285	-0.073	-0.019	-0.201	0.269	0.384	-0.773	0.597	0.682	0.46	-1.343	-0.017	-0.26	significant	not significant	significant	not significant	Q9CPR7	SIKE1
0.078	-2.835	-0.85	0.546	0.944	0.781	0.65	0.492	0.193	-2.707	-1.046	-2.642	1.193	1.043	0.975	0.808	1.1	1.276	significant	significant	significant	significant	E9Q6E9	SIMC1
0.077	0.197	0.175	0.043	0.024	0.018	-0.105	-0.197	-0.232	-0.333	-0.348	-0.326	0.271	0.22	0.356	0.038	0.086	0.036	not significant	not significant	not significant	not significant	"Q60520;Q60520-1"	SIN3A
0.388	0.258	0.061	0.194	0.112	-0.145	-0.307	-0.346	-0.216	0.015	0.043	-0.135	0.175	0.143	0.026	-0.257	-0.04	0.031	not significant	not significant	not significant	not significant	Q62141	SIN3B
-0.29	-0.042	-0.043	0.361	0.189	0.161	-0.052	-0.053	-0.231	-0.49	-0.697	-0.5	0.368	0.359	0.678	0.035	0.073	0.175	significant	not significant	not significant	not significant	Q8C8M1	SINHCAF
0.162	0.281	0.363	0.31	0.062	0.042	-0.431	-0.42	-0.368	0.718	0.689	0.676	0.106	-0.006	0.146	-0.654	-0.777	-0.898	significant	significant	significant	not significant	Q8C0T5	SIPA1L1
0.586	0.806	0.881	-0.073	-0.115	-0.044	-0.727	-0.606	-0.708	0.681	0.73	0.641	0.082	0.084	-0.348	-0.53	-0.557	-0.783	significant	significant	significant	significant	"Q80TE4;Q80TE4-2"	SIPA1L2
0.031	-0.123	0.024	-0.017	0.042	-0.319	-0.055	0.239	0.179	0.488	0.461	0.526	-0.215	-0.367	-0.273	0.021	-0.245	-0.397	significant	not significant	not significant	not significant	G3X9J0	SIPA1L3
0	0	0	0	0	0	0	0	0	1.127	1.026	0.964	-1.131	-0.516	-1.637	-0.886	0.743	0.311	significant	significant	not significant	not significant	S4R2N4	SIPA1L3 (isof.)
0.163	0.195	0.138	-0.088	0.016	0.085	-0.159	-0.193	-0.158	-0.332	-0.023	0.194	1.324	1.412	0.89	-0.301	-3.286	0.12	significant	significant	not significant	not significant	Q923E4	SIRT1
0.452	0.454	0.396	-0.206	-0.228	-0.271	-0.251	-0.237	-0.107	0.386	0.534	0.397	-0.249	0.42	-0.178	0.166	-1.306	-0.169	not significant	not significant	significant	not significant	P59941	SIRT6
-0.339	-1.054	-1.095	-0.509	-1.255	-0.691	1.832	1.439	1.672	1.257	1.107	1.296	-2.906	0.486	-1.388	0.128	0.94	-0.921	significant	significant	significant	significant	Q8BKJ9	SIRT7
-0.559	-0.187	0.038	-0.949	0.524	0.695	-0.062	-0.18	0.681	1.881	1.96	1.948	-1.381	-1.977	-1.464	-1.727	1.637	-0.877	significant	significant	not significant	not significant	F8VQM5	SIS
0.186	-0.378	-0.063	1.459	1.681	1.472	-1.939	-1.224	-1.194	-1.437	-0.293	-0.878	2.333	1.846	1.742	-1.036	-1.534	-0.743	significant	significant	significant	significant	Q61321	SIX4
-1.417	-1.067	-0.722	-1.391	-1.298	-0.072	2.282	1.987	1.699	-1.091	-1.227	-1.544	-1.719	-1.083	-1.56	3.033	2.396	2.796	significant	significant	significant	significant	Q9QZ28	SIX6
-0.207	-0.136	-0.303	0.114	0.177	0.215	0.087	0.038	0.014	-0.367	-2.147	0.678	1.12	1.168	1.667	-2.153	0.973	-0.937	significant	not significant	not significant	not significant	Q9CPV1	SKA1
-0.142	-0.227	-0.417	0.421	0.294	0.327	0.052	-0.039	-0.269	-0.836	-0.9	-1.098	0.098	0.849	0.907	0.401	0.505	0.072	significant	significant	significant	not significant	Q8C263	SKA3
0	0	0	0	0	0	0	0	0	-0.215	-0.438	-0.75	0.298	0.058	0.191	0.437	0.35	0.068	significant	not significant	not significant	not significant	Q80YR3	SKIDA1
1.103	-0.133	0.219	0.157	0.31	0.552	-0.338	-0.797	-1.073	-2.353	-2.429	-2.432	1.42	1.206	1.04	1.052	1.352	1.145	significant	significant	significant	significant	Q60665-2	SKIL
0.041	0.078	-0.012	-0.156	0.033	0.358	-0.05	-0.168	-0.125	-0.026	-0.488	-0.644	0.721	1.15	0.472	-0.516	0.152	-0.822	significant	not significant	not significant	not significant	Q6NZR5	SKIV2L
-0.135	0.072	-0.084	-0.101	0.05	-0.133	0.011	0.064	0.256	-0.045	-0.289	0.08	0.326	-0.007	-0.014	-0.088	0.09	-0.054	not significant	not significant	not significant	not significant	Q9WTX5	SKP1
